SINIset,Pseries,Capset,TArrset,TDepset
0.564373629133578,7.0,50.0,-0.18486236354526056,10.743254171203443
0.36332706385123137,7.0,50.0,-0.6809295444039414,10.543154268305194
0.6151587519468295,7.0,50.0,1.2225413386740303,9.334490292711306
0.5184208174356183,7.0,50.0,-0.15452948206880215,10.23216132306672
0.15650640873258972,7.0,50.0,-0.4283278221631072,10.116685809140728
0.6853734109820535,7.0,50.0,-0.3521335504882296,10.218688596729013
0.5566838211942118,7.0,50.0,0.5323091855533487,10.87142877794819
0.5716385831661722,7.0,50.0,0.36544406436407834,10.223595548774682
0.17686817960532752,7.0,50.0,0.4127326115959884,10.678913563071895
0.37023156273734026,7.0,50.0,0.43082100300788273,10.067579069488891
0.32247881453954874,7.0,50.0,2.1416476008704612,10.289119398689984
0.6560589933091611,7.0,50.0,-0.4064150163846156,10.63128822583854
0.48631907204839875,7.0,50.0,-0.5122427290715373,8.542844180144334
0.593656967962498,7.0,50.0,-0.8137727282478777,9.680328783642699
0.3660485192963987,7.0,50.0,0.6159794225754956,9.529627345707205
0.23634323307086613,7.0,50.0,1.1289722927208916,9.361122151756659
0.4327508722095009,7.0,50.0,-0.11394745765487507,9.724857748773315
0.1382903536625052,7.0,50.0,-0.840156476962528,11.494941311234395
0.5965787031955492,7.0,50.0,-0.8244812156912396,9.134168884306757
0.47899863947323895,7.0,50.0,0.6505927878247011,10.968278354591481
