Date,total_curtailment_mwh
2023-10-01 00:00:00,0
2023-10-01 01:00:00,0
2023-10-01 02:00:00,0
2023-10-01 03:00:00,0
2023-10-01 04:00:00,0
2023-10-01 05:00:00,0
2023-10-01 06:00:00,0
2023-10-01 07:00:00,66
2023-10-01 08:00:00,1251
2023-10-01 09:00:00,752
2023-10-01 10:00:00,841
2023-10-01 11:00:00,548
2023-10-01 12:00:00,404
2023-10-01 13:00:00,369
2023-10-01 14:00:00,471
2023-10-01 15:00:00,242
2023-10-01 16:00:00,65
2023-10-01 17:00:00,0
2023-10-01 18:00:00,0
2023-10-01 19:00:00,0
2023-10-01 20:00:00,0
2023-10-01 21:00:00,0
2023-10-01 22:00:00,0
2023-10-01 23:00:00,0
2023-10-02 00:00:00,0
2023-10-02 01:00:00,0
2023-10-02 02:00:00,0
2023-10-02 03:00:00,0
2023-10-02 04:00:00,0
2023-10-02 05:00:00,0
2023-10-02 06:00:00,0
2023-10-02 07:00:00,7
2023-10-02 08:00:00,96
2023-10-02 09:00:00,164
2023-10-02 10:00:00,324
2023-10-02 11:00:00,343
2023-10-02 12:00:00,340
2023-10-02 13:00:00,568
2023-10-02 14:00:00,990
2023-10-02 15:00:00,528
2023-10-02 16:00:00,749
2023-10-02 17:00:00,106
2023-10-02 18:00:00,0
2023-10-02 19:00:00,0
2023-10-02 20:00:00,0
2023-10-02 21:00:00,0
2023-10-02 22:00:00,0
2023-10-02 23:00:00,0
2023-10-03 00:00:00,0
2023-10-03 01:00:00,0
2023-10-03 02:00:00,0
2023-10-03 03:00:00,0
2023-10-03 04:00:00,0
2023-10-03 05:00:00,0
2023-10-03 06:00:00,0
2023-10-03 07:00:00,5
2023-10-03 08:00:00,332
2023-10-03 09:00:00,928
2023-10-03 10:00:00,1059
2023-10-03 11:00:00,1117
2023-10-03 12:00:00,1076
2023-10-03 13:00:00,1229
2023-10-03 14:00:00,1218
2023-10-03 15:00:00,1259
2023-10-03 16:00:00,814
2023-10-03 17:00:00,24
2023-10-03 18:00:00,0
2023-10-03 19:00:00,0
2023-10-03 20:00:00,0
2023-10-03 21:00:00,0
2023-10-03 22:00:00,0
2023-10-03 23:00:00,0
2023-10-04 00:00:00,0
2023-10-04 01:00:00,0
2023-10-04 02:00:00,0
2023-10-04 03:00:00,0
2023-10-04 04:00:00,0
2023-10-04 05:00:00,0
2023-10-04 06:00:00,0
2023-10-04 07:00:00,15
2023-10-04 08:00:00,725
2023-10-04 09:00:00,1283
2023-10-04 10:00:00,1763
2023-10-04 11:00:00,1513
2023-10-04 12:00:00,1491
2023-10-04 13:00:00,1461
2023-10-04 14:00:00,1385
2023-10-04 15:00:00,1518
2023-10-04 16:00:00,1138
2023-10-04 17:00:00,95
2023-10-04 18:00:00,0
2023-10-04 19:00:00,0
2023-10-04 20:00:00,0
2023-10-04 21:00:00,0
2023-10-04 22:00:00,0
2023-10-04 23:00:00,0
2023-10-05 00:00:00,0
2023-10-05 01:00:00,0
2023-10-05 02:00:00,0
2023-10-05 03:00:00,0
2023-10-05 04:00:00,0
2023-10-05 05:00:00,0
2023-10-05 06:00:00,0
2023-10-05 07:00:00,6
2023-10-05 08:00:00,582
2023-10-05 09:00:00,947
2023-10-05 10:00:00,1039
2023-10-05 11:00:00,1052
2023-10-05 12:00:00,1089
2023-10-05 13:00:00,1084
2023-10-05 14:00:00,1124
2023-10-05 15:00:00,1003
2023-10-05 16:00:00,668
2023-10-05 17:00:00,46
2023-10-05 18:00:00,1
2023-10-05 19:00:00,0
2023-10-05 20:00:00,0
2023-10-05 21:00:00,0
2023-10-05 22:00:00,0
2023-10-05 23:00:00,0
2023-10-06 00:00:00,0
2023-10-06 01:00:00,0
