Date,total_curtailment_mwh
2025-06-01 00:00:00,0
2025-06-01 01:00:00,0
2025-06-01 02:00:00,0
2025-06-01 03:00:00,0
2025-06-01 04:00:00,0
2025-06-01 05:00:00,0
2025-06-01 06:00:00,0
2025-06-01 07:00:00,30
2025-06-01 08:00:00,109
2025-06-01 09:00:00,191
2025-06-01 10:00:00,199
2025-06-01 11:00:00,266
2025-06-01 12:00:00,264
2025-06-01 13:00:00,344
2025-06-01 14:00:00,188
2025-06-01 15:00:00,242
2025-06-01 16:00:00,164
2025-06-01 17:00:00,112
2025-06-01 18:00:00,93
2025-06-01 19:00:00,19
2025-06-01 20:00:00,0
2025-06-01 21:00:00,0
2025-06-01 22:00:00,0
2025-06-01 23:00:00,0
2025-06-02 00:00:00,0
2025-06-02 01:00:00,0
2025-06-02 02:00:00,0
2025-06-02 03:00:00,0
2025-06-02 04:00:00,0
2025-06-02 05:00:00,1
2025-06-02 06:00:00,3
2025-06-02 07:00:00,144
2025-06-02 08:00:00,603
2025-06-02 09:00:00,1183
2025-06-02 10:00:00,1400
2025-06-02 11:00:00,1754
2025-06-02 12:00:00,1320
2025-06-02 13:00:00,1368
2025-06-02 14:00:00,1362
2025-06-02 15:00:00,1257
2025-06-02 16:00:00,1329
2025-06-02 17:00:00,1001
2025-06-02 18:00:00,220
2025-06-02 19:00:00,37
2025-06-02 20:00:00,12
2025-06-02 21:00:00,5
2025-06-02 22:00:00,0
2025-06-02 23:00:00,0
2025-06-03 00:00:00,0
2025-06-03 01:00:00,0
2025-06-03 02:00:00,0
2025-06-03 03:00:00,0
2025-06-03 04:00:00,0
2025-06-03 05:00:00,37
2025-06-03 06:00:00,117
2025-06-03 07:00:00,643
2025-06-03 08:00:00,784
2025-06-03 09:00:00,1175
2025-06-03 10:00:00,1478
2025-06-03 11:00:00,868
2025-06-03 12:00:00,657
2025-06-03 13:00:00,713
2025-06-03 14:00:00,675
2025-06-03 15:00:00,1228
2025-06-03 16:00:00,896
2025-06-03 17:00:00,415
2025-06-03 18:00:00,342
2025-06-03 19:00:00,47
2025-06-03 20:00:00,0
2025-06-03 21:00:00,0
2025-06-03 22:00:00,0
2025-06-03 23:00:00,0
2025-06-04 00:00:00,0
