Date,total_curtailment_mwh
2024-04-01 00:00:00,0
2024-04-01 01:00:00,0
2024-04-01 02:00:00,0
2024-04-01 03:00:00,0
2024-04-01 04:00:00,0
2024-04-01 05:00:00,0
2024-04-01 06:00:00,0
2024-04-01 07:00:00,35
2024-04-01 08:00:00,704
2024-04-01 09:00:00,1635
2024-04-01 10:00:00,2277
2024-04-01 11:00:00,2802
2024-04-01 12:00:00,2471
2024-04-01 13:00:00,2094
2024-04-01 14:00:00,3389
2024-04-01 15:00:00,2498
2024-04-01 16:00:00,3376
2024-04-01 17:00:00,1370
2024-04-01 18:00:00,57
2024-04-01 19:00:00,0
2024-04-01 20:00:00,0
2024-04-01 21:00:00,0
2024-04-01 22:00:00,0
2024-04-01 23:00:00,0
2024-04-02 00:00:00,0
2024-04-02 01:00:00,0
2024-04-02 02:00:00,0
2024-04-02 03:00:00,0
2024-04-02 04:00:00,0
2024-04-02 05:00:00,0
2024-04-02 06:00:00,3
2024-04-02 07:00:00,393
2024-04-02 08:00:00,2788
2024-04-02 09:00:00,4884
2024-04-02 10:00:00,6092
2024-04-02 11:00:00,6318
2024-04-02 12:00:00,5680
2024-04-02 13:00:00,6133
2024-04-02 14:00:00,6868
2024-04-02 15:00:00,7708
2024-04-02 16:00:00,7025
2024-04-02 17:00:00,2963
2024-04-02 18:00:00,71
2024-04-02 19:00:00,0
2024-04-02 20:00:00,1
2024-04-02 21:00:00,0
2024-04-02 22:00:00,0
2024-04-02 23:00:00,0
2024-04-03 00:00:00,0
2024-04-03 01:00:00,0
2024-04-03 02:00:00,0
2024-04-03 03:00:00,0
2024-04-03 04:00:00,0
2024-04-03 05:00:00,0
2024-04-03 06:00:00,4
2024-04-03 07:00:00,568
2024-04-03 08:00:00,2765
2024-04-03 09:00:00,4677
2024-04-03 10:00:00,5413
2024-04-03 11:00:00,5403
2024-04-03 12:00:00,5303
2024-04-03 13:00:00,5291
2024-04-03 14:00:00,5492
2024-04-03 15:00:00,5636
2024-04-03 16:00:00,4939
2024-04-03 17:00:00,2156
2024-04-03 18:00:00,0
2024-04-03 19:00:00,0
2024-04-03 20:00:00,0
2024-04-03 21:00:00,0
2024-04-03 22:00:00,0
2024-04-03 23:00:00,1
2024-04-04 00:00:00,0
2024-04-04 01:00:00,0
2024-04-04 02:00:00,0
2024-04-04 03:00:00,0
2024-04-04 04:00:00,0
2024-04-04 05:00:00,0
2024-04-04 06:00:00,0
2024-04-04 07:00:00,393
2024-04-04 08:00:00,1782
2024-04-04 09:00:00,2655
2024-04-04 10:00:00,2856
2024-04-04 11:00:00,2841
2024-04-04 12:00:00,2430
2024-04-04 13:00:00,2753
2024-04-04 14:00:00,2313
2024-04-04 15:00:00,2913
2024-04-04 16:00:00,3904
2024-04-04 17:00:00,1930
2024-04-04 18:00:00,328
2024-04-04 19:00:00,283
2024-04-04 20:00:00,203
2024-04-04 21:00:00,0
2024-04-04 22:00:00,0
2024-04-04 23:00:00,0
2024-04-05 00:00:00,0
2024-04-05 01:00:00,0
2024-04-05 02:00:00,0
2024-04-05 03:00:00,0
2024-04-05 04:00:00,0
2024-04-05 05:00:00,0
2024-04-05 06:00:00,5
2024-04-05 07:00:00,80
2024-04-05 08:00:00,1127
2024-04-05 09:00:00,1689
2024-04-05 10:00:00,1368
2024-04-05 11:00:00,1716
2024-04-05 12:00:00,2455
2024-04-05 13:00:00,1604
2024-04-05 14:00:00,1539
2024-04-05 15:00:00,1664
2024-04-05 16:00:00,2676
2024-04-05 17:00:00,896
2024-04-05 18:00:00,0
2024-04-05 19:00:00,0
2024-04-05 20:00:00,0
2024-04-05 21:00:00,0
2024-04-05 22:00:00,0
2024-04-05 23:00:00,0
2024-04-06 00:00:00,0
2024-04-06 01:00:00,0
2024-04-06 02:00:00,0
2024-04-06 03:00:00,0
2024-04-06 04:00:00,0
2024-04-06 05:00:00,0
2024-04-06 06:00:00,10
2024-04-06 07:00:00,906
2024-04-06 08:00:00,3962
2024-04-06 09:00:00,5853
2024-04-06 10:00:00,6514
2024-04-06 11:00:00,6210
2024-04-06 12:00:00,6173
2024-04-06 13:00:00,6697
2024-04-06 14:00:00,7078
2024-04-06 15:00:00,7520
2024-04-06 16:00:00,7036
2024-04-06 17:00:00,4634
2024-04-06 18:00:00,101
2024-04-06 19:00:00,0
2024-04-06 20:00:00,0
2024-04-06 21:00:00,0
2024-04-06 22:00:00,0
2024-04-06 23:00:00,0
2024-04-07 00:00:00,0
2024-04-07 01:00:00,1
2024-04-07 02:00:00,0
2024-04-07 03:00:00,0
2024-04-07 04:00:00,0
2024-04-07 05:00:00,0
2024-04-07 06:00:00,17
2024-04-07 07:00:00,716
2024-04-07 08:00:00,3138
2024-04-07 09:00:00,4867
2024-04-07 10:00:00,6381
2024-04-07 11:00:00,6425
2024-04-07 12:00:00,6000
2024-04-07 13:00:00,6839
2024-04-07 14:00:00,7370
2024-04-07 15:00:00,7135
2024-04-07 16:00:00,5302
2024-04-07 17:00:00,2940
2024-04-07 18:00:00,38
2024-04-07 19:00:00,0
2024-04-07 20:00:00,0
2024-04-07 21:00:00,0
2024-04-07 22:00:00,0
2024-04-07 23:00:00,0
2024-04-08 00:00:00,0
2024-04-08 01:00:00,0
2024-04-08 02:00:00,0
2024-04-08 03:00:00,0
2024-04-08 04:00:00,0
2024-04-08 05:00:00,0
2024-04-08 06:00:00,3
2024-04-08 07:00:00,37
2024-04-08 08:00:00,1765
2024-04-08 09:00:00,4833
2024-04-08 10:00:00,2688
2024-04-08 11:00:00,551
2024-04-08 12:00:00,4373
2024-04-08 13:00:00,5575
2024-04-08 14:00:00,4905
2024-04-08 15:00:00,4938
2024-04-08 16:00:00,4092
2024-04-08 17:00:00,2354
2024-04-08 18:00:00,45
2024-04-08 19:00:00,0
2024-04-08 20:00:00,0
2024-04-08 21:00:00,0
2024-04-08 22:00:00,0
2024-04-08 23:00:00,0
2024-04-09 00:00:00,0
2024-04-09 01:00:00,0
2024-04-09 02:00:00,0
2024-04-09 03:00:00,0
2024-04-09 04:00:00,0
2024-04-09 05:00:00,0
2024-04-09 06:00:00,9
2024-04-09 07:00:00,1036
2024-04-09 08:00:00,4211
2024-04-09 09:00:00,5379
2024-04-09 10:00:00,5410
2024-04-09 11:00:00,5871
2024-04-09 12:00:00,5853
2024-04-09 13:00:00,5666
2024-04-09 14:00:00,5926
2024-04-09 15:00:00,5443
2024-04-09 16:00:00,4034
2024-04-09 17:00:00,1821
2024-04-09 18:00:00,33
2024-04-09 19:00:00,0
2024-04-09 20:00:00,0
2024-04-09 21:00:00,0
2024-04-09 22:00:00,8
2024-04-09 23:00:00,25
2024-04-10 00:00:00,12
2024-04-10 01:00:00,1
2024-04-10 02:00:00,0
2024-04-10 03:00:00,0
2024-04-10 04:00:00,0
2024-04-10 05:00:00,1
2024-04-10 06:00:00,1
2024-04-10 07:00:00,439
2024-04-10 08:00:00,2880
2024-04-10 09:00:00,3464
2024-04-10 10:00:00,3215
2024-04-10 11:00:00,3410
2024-04-10 12:00:00,3341
2024-04-10 13:00:00,2984
2024-04-10 14:00:00,2119
2024-04-10 15:00:00,1595
2024-04-10 16:00:00,1286
2024-04-10 17:00:00,705
2024-04-10 18:00:00,43
2024-04-10 19:00:00,0
2024-04-10 20:00:00,0
2024-04-10 21:00:00,0
2024-04-10 22:00:00,0
2024-04-10 23:00:00,0
2024-04-11 00:00:00,0
2024-04-11 01:00:00,0
2024-04-11 02:00:00,0
2024-04-11 03:00:00,0
2024-04-11 04:00:00,0
2024-04-11 05:00:00,0
2024-04-11 06:00:00,5
2024-04-11 07:00:00,345
2024-04-11 08:00:00,1836
2024-04-11 09:00:00,1959
2024-04-11 10:00:00,1574
2024-04-11 11:00:00,1431
2024-04-11 12:00:00,1312
2024-04-11 13:00:00,1282
2024-04-11 14:00:00,1516
2024-04-11 15:00:00,2232
2024-04-11 16:00:00,1687
2024-04-11 17:00:00,491
2024-04-11 18:00:00,61
2024-04-11 19:00:00,0
2024-04-11 20:00:00,0
2024-04-11 21:00:00,0
2024-04-11 22:00:00,0
2024-04-11 23:00:00,0
2024-04-12 00:00:00,0
2024-04-12 01:00:00,0
2024-04-12 02:00:00,0
2024-04-12 03:00:00,0
2024-04-12 04:00:00,0
2024-04-12 05:00:00,0
2024-04-12 06:00:00,0
2024-04-12 07:00:00,183
2024-04-12 08:00:00,573
2024-04-12 09:00:00,1549
2024-04-12 10:00:00,1745
2024-04-12 11:00:00,2309
2024-04-12 12:00:00,2611
2024-04-12 13:00:00,2702
2024-04-12 14:00:00,2497
2024-04-12 15:00:00,2084
2024-04-12 16:00:00,2302
2024-04-12 17:00:00,796
2024-04-12 18:00:00,7
2024-04-12 19:00:00,0
2024-04-12 20:00:00,0
2024-04-12 21:00:00,0
2024-04-12 22:00:00,0
2024-04-12 23:00:00,0
2024-04-13 00:00:00,0
2024-04-13 01:00:00,0
2024-04-13 02:00:00,0
2024-04-13 03:00:00,0
2024-04-13 04:00:00,0
2024-04-13 05:00:00,0
2024-04-13 06:00:00,0
2024-04-13 07:00:00,148
2024-04-13 08:00:00,925
2024-04-13 09:00:00,1405
2024-04-13 10:00:00,2293
2024-04-13 11:00:00,2118
2024-04-13 12:00:00,2509
2024-04-13 13:00:00,1757
2024-04-13 14:00:00,1708
2024-04-13 15:00:00,1242
2024-04-13 16:00:00,982
2024-04-13 17:00:00,222
2024-04-13 18:00:00,0
2024-04-13 19:00:00,0
2024-04-13 20:00:00,0
2024-04-13 21:00:00,0
2024-04-13 22:00:00,0
2024-04-13 23:00:00,0
2024-04-14 00:00:00,0
2024-04-14 01:00:00,0
2024-04-14 02:00:00,0
2024-04-14 03:00:00,0
2024-04-14 04:00:00,0
2024-04-14 05:00:00,0
2024-04-14 06:00:00,0
2024-04-14 07:00:00,314
2024-04-14 08:00:00,1187
2024-04-14 09:00:00,1612
2024-04-14 10:00:00,1452
2024-04-14 11:00:00,1344
2024-04-14 12:00:00,1338
2024-04-14 13:00:00,1380
2024-04-14 14:00:00,1013
2024-04-14 15:00:00,1035
2024-04-14 16:00:00,798
2024-04-14 17:00:00,233
2024-04-14 18:00:00,5
2024-04-14 19:00:00,0
2024-04-14 20:00:00,0
2024-04-14 21:00:00,0
2024-04-14 22:00:00,0
2024-04-14 23:00:00,0
2024-04-15 00:00:00,0
2024-04-15 01:00:00,0
2024-04-15 02:00:00,0
2024-04-15 03:00:00,0
2024-04-15 04:00:00,0
2024-04-15 05:00:00,0
2024-04-15 06:00:00,0
2024-04-15 07:00:00,662
2024-04-15 08:00:00,2128
2024-04-15 09:00:00,2799
2024-04-15 10:00:00,3197
2024-04-15 11:00:00,3094
2024-04-15 12:00:00,3493
2024-04-15 13:00:00,3682
2024-04-15 14:00:00,5141
2024-04-15 15:00:00,5333
2024-04-15 16:00:00,4571
2024-04-15 17:00:00,1499
2024-04-15 18:00:00,31
2024-04-15 19:00:00,0
2024-04-15 20:00:00,0
2024-04-15 21:00:00,0
2024-04-15 22:00:00,0
2024-04-15 23:00:00,0
2024-04-16 00:00:00,0
2024-04-16 01:00:00,0
2024-04-16 02:00:00,0
2024-04-16 03:00:00,0
2024-04-16 04:00:00,0
2024-04-16 05:00:00,0
2024-04-16 06:00:00,0
2024-04-16 07:00:00,366
2024-04-16 08:00:00,1566
2024-04-16 09:00:00,2900
2024-04-16 10:00:00,3219
2024-04-16 11:00:00,3794
2024-04-16 12:00:00,3879
2024-04-16 13:00:00,4521
2024-04-16 14:00:00,5125
2024-04-16 15:00:00,4252
2024-04-16 16:00:00,3305
2024-04-16 17:00:00,1418
2024-04-16 18:00:00,10
2024-04-16 19:00:00,0
2024-04-16 20:00:00,0
2024-04-16 21:00:00,0
2024-04-16 22:00:00,0
2024-04-16 23:00:00,0
2024-04-17 00:00:00,0
2024-04-17 01:00:00,0
2024-04-17 02:00:00,0
2024-04-17 03:00:00,0
2024-04-17 04:00:00,0
2024-04-17 05:00:00,0
2024-04-17 06:00:00,2
2024-04-17 07:00:00,235
2024-04-17 08:00:00,1441
2024-04-17 09:00:00,2015
2024-04-17 10:00:00,2424
2024-04-17 11:00:00,2582
2024-04-17 12:00:00,2515
2024-04-17 13:00:00,1324
2024-04-17 14:00:00,2636
2024-04-17 15:00:00,4240
2024-04-17 16:00:00,3724
2024-04-17 17:00:00,2419
2024-04-17 18:00:00,69
2024-04-17 19:00:00,0
2024-04-17 20:00:00,0
2024-04-17 21:00:00,0
2024-04-17 22:00:00,0
2024-04-17 23:00:00,0
2024-04-18 00:00:00,0
2024-04-18 01:00:00,0
2024-04-18 02:00:00,0
2024-04-18 03:00:00,0
2024-04-18 04:00:00,0
2024-04-18 05:00:00,0
2024-04-18 06:00:00,0
2024-04-18 07:00:00,48
2024-04-18 08:00:00,362
2024-04-18 09:00:00,320
2024-04-18 10:00:00,329
2024-04-18 11:00:00,479
2024-04-18 12:00:00,492
2024-04-18 13:00:00,448
2024-04-18 14:00:00,833
2024-04-18 15:00:00,1072
2024-04-18 16:00:00,1658
2024-04-18 17:00:00,415
2024-04-18 18:00:00,9
2024-04-18 19:00:00,0
2024-04-18 20:00:00,0
2024-04-18 21:00:00,0
2024-04-18 22:00:00,0
2024-04-18 23:00:00,0
2024-04-19 00:00:00,0
2024-04-19 01:00:00,0
2024-04-19 02:00:00,0
2024-04-19 03:00:00,1
2024-04-19 04:00:00,0
2024-04-19 05:00:00,0
2024-04-19 06:00:00,0
2024-04-19 07:00:00,367
2024-04-19 08:00:00,843
2024-04-19 09:00:00,1352
2024-04-19 10:00:00,2120
2024-04-19 11:00:00,2152
2024-04-19 12:00:00,2252
2024-04-19 13:00:00,2352
2024-04-19 14:00:00,2606
2024-04-19 15:00:00,2786
2024-04-19 16:00:00,2028
2024-04-19 17:00:00,597
2024-04-19 18:00:00,23
2024-04-19 19:00:00,0
2024-04-19 20:00:00,0
2024-04-19 21:00:00,0
2024-04-19 22:00:00,0
2024-04-19 23:00:00,0
2024-04-20 00:00:00,3
2024-04-20 01:00:00,1
2024-04-20 02:00:00,2
2024-04-20 03:00:00,3
2024-04-20 04:00:00,3
2024-04-20 05:00:00,3
2024-04-20 06:00:00,4
2024-04-20 07:00:00,857
