Date,total_curtailment_mwh
2023-04-01 00:00:00,0
2023-04-01 01:00:00,0
2023-04-01 02:00:00,0
2023-04-01 03:00:00,0
2023-04-01 04:00:00,0
2023-04-01 05:00:00,0
2023-04-01 06:00:00,0
2023-04-01 07:00:00,224
2023-04-01 08:00:00,1721
2023-04-01 09:00:00,3857
2023-04-01 10:00:00,5354
2023-04-01 11:00:00,7091
2023-04-01 12:00:00,8172
2023-04-01 13:00:00,8272
2023-04-01 14:00:00,8980
2023-04-01 15:00:00,8318
2023-04-01 16:00:00,7634
2023-04-01 17:00:00,4096
2023-04-01 18:00:00,31
2023-04-01 19:00:00,1
2023-04-01 20:00:00,0
2023-04-01 21:00:00,0
2023-04-01 22:00:00,0
2023-04-01 23:00:00,0
2023-04-02 00:00:00,0
2023-04-02 01:00:00,0
2023-04-02 02:00:00,0
2023-04-02 03:00:00,0
2023-04-02 04:00:00,0
2023-04-02 05:00:00,1
2023-04-02 06:00:00,0
2023-04-02 07:00:00,421
2023-04-02 08:00:00,4495
2023-04-02 09:00:00,7428
2023-04-02 10:00:00,7995
2023-04-02 11:00:00,8343
2023-04-02 12:00:00,9194
2023-04-02 13:00:00,9516
2023-04-02 14:00:00,9396
2023-04-02 15:00:00,9036
2023-04-02 16:00:00,6503
2023-04-02 17:00:00,3396
2023-04-02 18:00:00,91
2023-04-02 19:00:00,15
2023-04-02 20:00:00,15
2023-04-02 21:00:00,15
2023-04-02 22:00:00,15
2023-04-02 23:00:00,13
2023-04-03 00:00:00,13
2023-04-03 01:00:00,14
2023-04-03 02:00:00,5
2023-04-03 03:00:00,0
2023-04-03 04:00:00,0
2023-04-03 05:00:00,3
2023-04-03 06:00:00,32
2023-04-03 07:00:00,229
2023-04-03 08:00:00,1656
2023-04-03 09:00:00,2461
2023-04-03 10:00:00,2569
2023-04-03 11:00:00,2815
2023-04-03 12:00:00,3445
2023-04-03 13:00:00,3068
2023-04-03 14:00:00,3674
2023-04-03 15:00:00,2542
2023-04-03 16:00:00,1930
2023-04-03 17:00:00,755
2023-04-03 18:00:00,12
2023-04-03 19:00:00,0
