interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,curtailment_type,curtailment_reason,fuel_type,curtailment_mwh,curtailment_mw
2026-02-01T00:00:00-08:00,2026-02-01 08:00:00+00:00,2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T01:00:00-08:00,2026-02-01 09:00:00+00:00,2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T02:00:00-08:00,2026-02-01 10:00:00+00:00,2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T03:00:00-08:00,2026-02-01 11:00:00+00:00,2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T04:00:00-08:00,2026-02-01 12:00:00+00:00,2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T05:00:00-08:00,2026-02-01 13:00:00+00:00,2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,Economic,Local,Solar,3.033e-05,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,Economic,System,Solar,0.000433,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T06:00:00-08:00,2026-02-01 14:00:00+00:00,2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,Economic,Local,Solar,0.007952,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,Economic,System,Solar,0.0107,0.03071
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T07:00:00-08:00,2026-02-01 15:00:00+00:00,2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,Economic,Local,Solar,47.31,137.6
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,Economic,System,Solar,0.01156,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T08:00:00-08:00,2026-02-01 16:00:00+00:00,2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,Economic,Local,Solar,1.013,10.1
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,Economic,System,Solar,0.008852,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,SelfSchCut,Local,Solar,0.2308,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T09:00:00-08:00,2026-02-01 17:00:00+00:00,2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,Economic,Local,Solar,0.01744,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,Economic,System,Solar,0.5549,6.45
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T10:00:00-08:00,2026-02-01 18:00:00+00:00,2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,Economic,Local,Solar,2.559,5.417
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,Economic,System,Solar,1.908,6.707
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-02-01T11:00:00-08:00,2026-02-01 19:00:00+00:00,2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,Economic,Local,Solar,2.73,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,Economic,System,Solar,8.212,91.57
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-02-01T12:00:00-08:00,2026-02-01 20:00:00+00:00,2026-02-01T13:00:00-08:00,2026-02-01 21:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
