Date,total_curtailment_mwh
2024-10-01 00:00:00,0
2024-10-01 01:00:00,0
2024-10-01 02:00:00,0
2024-10-01 03:00:00,0
2024-10-01 04:00:00,0
2024-10-01 05:00:00,0
2024-10-01 06:00:00,0
2024-10-01 07:00:00,0
2024-10-01 08:00:00,22
2024-10-01 09:00:00,139
2024-10-01 10:00:00,176
2024-10-01 11:00:00,220
2024-10-01 12:00:00,163
2024-10-01 13:00:00,156
2024-10-01 14:00:00,370
2024-10-01 15:00:00,326
2024-10-01 16:00:00,154
2024-10-01 17:00:00,45
2024-10-01 18:00:00,0
2024-10-01 19:00:00,0
2024-10-01 20:00:00,0
2024-10-01 21:00:00,0
2024-10-01 22:00:00,0
2024-10-01 23:00:00,0
2024-10-02 00:00:00,0
2024-10-02 01:00:00,0
2024-10-02 02:00:00,0
2024-10-02 03:00:00,0
2024-10-02 04:00:00,0
2024-10-02 05:00:00,0
2024-10-02 06:00:00,0
2024-10-02 07:00:00,0
2024-10-02 08:00:00,18
2024-10-02 09:00:00,56
2024-10-02 10:00:00,156
2024-10-02 11:00:00,210
2024-10-02 12:00:00,264
2024-10-02 13:00:00,363
2024-10-02 14:00:00,469
2024-10-02 15:00:00,931
2024-10-02 16:00:00,317
2024-10-02 17:00:00,131
2024-10-02 18:00:00,8
2024-10-02 19:00:00,0
2024-10-02 20:00:00,0
2024-10-02 21:00:00,0
2024-10-02 22:00:00,0
2024-10-02 23:00:00,0
2024-10-03 00:00:00,0
2024-10-03 01:00:00,0
2024-10-03 02:00:00,0
2024-10-03 03:00:00,0
2024-10-03 04:00:00,0
2024-10-03 05:00:00,0
2024-10-03 06:00:00,0
2024-10-03 07:00:00,0
2024-10-03 08:00:00,28
2024-10-03 09:00:00,110
2024-10-03 10:00:00,123
2024-10-03 11:00:00,121
2024-10-03 12:00:00,107
2024-10-03 13:00:00,283
2024-10-03 14:00:00,267
2024-10-03 15:00:00,577
2024-10-03 16:00:00,322
2024-10-03 17:00:00,98
2024-10-03 18:00:00,5
2024-10-03 19:00:00,0
2024-10-03 20:00:00,0
2024-10-03 21:00:00,0
2024-10-03 22:00:00,0
2024-10-03 23:00:00,0
2024-10-04 00:00:00,0
2024-10-04 01:00:00,0
2024-10-04 02:00:00,0
2024-10-04 03:00:00,0
2024-10-04 04:00:00,0
2024-10-04 05:00:00,0
2024-10-04 06:00:00,0
2024-10-04 07:00:00,0
2024-10-04 08:00:00,8
2024-10-04 09:00:00,62
2024-10-04 10:00:00,91
2024-10-04 11:00:00,96
2024-10-04 12:00:00,83
2024-10-04 13:00:00,91
2024-10-04 14:00:00,90
2024-10-04 15:00:00,210
2024-10-04 16:00:00,254
2024-10-04 17:00:00,56
2024-10-04 18:00:00,2
2024-10-04 19:00:00,0
2024-10-04 20:00:00,0
2024-10-04 21:00:00,0
2024-10-04 22:00:00,0
2024-10-04 23:00:00,0
2024-10-05 00:00:00,0
2024-10-05 01:00:00,0
2024-10-05 02:00:00,0
2024-10-05 03:00:00,0
2024-10-05 04:00:00,0
2024-10-05 05:00:00,0
