interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,curtailment_type,curtailment_reason,fuel_type,curtailment_mwh,curtailment_mw
2026-03-01T03:00:00-08:00,2026-03-01 11:00:00+00:00,2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T03:00:00-08:00,2026-03-01 11:00:00+00:00,2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T03:00:00-08:00,2026-03-01 11:00:00+00:00,2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T03:00:00-08:00,2026-03-01 11:00:00+00:00,2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T03:00:00-08:00,2026-03-01 11:00:00+00:00,2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T03:00:00-08:00,2026-03-01 11:00:00+00:00,2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T04:00:00-08:00,2026-03-01 12:00:00+00:00,2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,Economic,Local,Wind,0.8333,10.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T05:00:00-08:00,2026-03-01 13:00:00+00:00,2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,Economic,Local,Solar,0.0001488,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,Economic,System,Solar,0.005719,0.02039
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T06:00:00-08:00,2026-03-01 14:00:00+00:00,2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,Economic,Local,Solar,637.0,2067.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,Economic,Local,Wind,27.72,60.47
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,Economic,System,Solar,31.76,106.8
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,Economic,System,Wind,10.03,31.94
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,SelfSchCut,Local,Solar,0.09842,1.181
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T07:00:00-08:00,2026-03-01 15:00:00+00:00,2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,Economic,Local,Solar,1215.0,2243.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,Economic,Local,Wind,96.87,147.9
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,Economic,System,Solar,5.118,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,Economic,System,Wind,10.88,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,SelfSchCut,Local,Solar,0.623,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T08:00:00-08:00,2026-03-01 16:00:00+00:00,2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,Economic,Local,Solar,1787.0,2119.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,Economic,Local,Wind,133.9,272.3
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,Economic,System,Solar,0.002213,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T09:00:00-08:00,2026-03-01 17:00:00+00:00,2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,Economic,Local,Solar,761.4,1045.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,Economic,Local,Wind,29.85,97.35
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,Economic,System,Solar,26.75,0.01038
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T10:00:00-08:00,2026-03-01 18:00:00+00:00,2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,Economic,Local,Solar,669.1,1100.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,Economic,Local,Wind,94.65,142.4
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,Economic,System,Solar,2.598,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-03-01T11:00:00-08:00,2026-03-01 19:00:00+00:00,2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,Economic,Local,Solar,915.5,1736.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,Economic,Local,Wind,131.2,179.3
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,Economic,System,Solar,0.005935,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-03-01T12:00:00-08:00,2026-03-01 20:00:00+00:00,2026-03-01T13:00:00-08:00,2026-03-01 21:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
