Date,total_curtailment_mwh
2025-08-01 00:00:00,0
2025-08-01 01:00:00,0
2025-08-01 02:00:00,0
2025-08-01 03:00:00,0
2025-08-01 04:00:00,0
2025-08-01 05:00:00,0
2025-08-01 06:00:00,5
2025-08-01 07:00:00,4
2025-08-01 08:00:00,106
2025-08-01 09:00:00,320
2025-08-01 10:00:00,210
2025-08-01 11:00:00,156
2025-08-01 12:00:00,178
2025-08-01 13:00:00,240
2025-08-01 14:00:00,404
2025-08-01 15:00:00,170
2025-08-01 16:00:00,319
2025-08-01 17:00:00,285
2025-08-01 18:00:00,206
2025-08-01 19:00:00,20
2025-08-01 20:00:00,61
2025-08-01 21:00:00,43
2025-08-01 22:00:00,10
2025-08-01 23:00:00,0
2025-08-02 00:00:00,0
2025-08-02 01:00:00,0
2025-08-02 02:00:00,0
2025-08-02 03:00:00,0
2025-08-02 04:00:00,0
2025-08-02 05:00:00,0
2025-08-02 06:00:00,5
2025-08-02 07:00:00,17
2025-08-02 08:00:00,105
2025-08-02 09:00:00,584
2025-08-02 10:00:00,191
2025-08-02 11:00:00,158
2025-08-02 12:00:00,169
2025-08-02 13:00:00,137
2025-08-02 14:00:00,138
2025-08-02 15:00:00,114
2025-08-02 16:00:00,106
2025-08-02 17:00:00,107
2025-08-02 18:00:00,146
2025-08-02 19:00:00,26
2025-08-02 20:00:00,0
2025-08-02 21:00:00,0
2025-08-02 22:00:00,0
2025-08-02 23:00:00,0
2025-08-03 00:00:00,0
2025-08-03 01:00:00,0
2025-08-03 02:00:00,0
2025-08-03 03:00:00,0
2025-08-03 04:00:00,0
2025-08-03 05:00:00,0
2025-08-03 06:00:00,0
2025-08-03 07:00:00,126
2025-08-03 08:00:00,337
2025-08-03 09:00:00,508
2025-08-03 10:00:00,676
2025-08-03 11:00:00,738
2025-08-03 12:00:00,996
2025-08-03 13:00:00,1173
2025-08-03 14:00:00,1357
2025-08-03 15:00:00,334
2025-08-03 16:00:00,131
2025-08-03 17:00:00,95
2025-08-03 18:00:00,133
2025-08-03 19:00:00,13
2025-08-03 20:00:00,0
2025-08-03 21:00:00,0
2025-08-03 22:00:00,0
2025-08-03 23:00:00,0
2025-08-04 00:00:00,0
2025-08-04 01:00:00,0
2025-08-04 02:00:00,0
2025-08-04 03:00:00,0
2025-08-04 04:00:00,0
2025-08-04 05:00:00,0
2025-08-04 06:00:00,0
2025-08-04 07:00:00,141
2025-08-04 08:00:00,712
2025-08-04 09:00:00,726
2025-08-04 10:00:00,687
2025-08-04 11:00:00,568
2025-08-04 12:00:00,628
2025-08-04 13:00:00,554
2025-08-04 14:00:00,424
2025-08-04 15:00:00,345
2025-08-04 16:00:00,259
2025-08-04 17:00:00,136
2025-08-04 18:00:00,153
2025-08-04 19:00:00,160
2025-08-04 20:00:00,148
2025-08-04 21:00:00,150
2025-08-04 22:00:00,108
2025-08-04 23:00:00,0
2025-08-05 00:00:00,0
2025-08-05 01:00:00,0
2025-08-05 02:00:00,0
2025-08-05 03:00:00,0
2025-08-05 04:00:00,0
2025-08-05 05:00:00,0
2025-08-05 06:00:00,0
2025-08-05 07:00:00,5
2025-08-05 08:00:00,174
2025-08-05 09:00:00,147
2025-08-05 10:00:00,155
2025-08-05 11:00:00,168
2025-08-05 12:00:00,153
2025-08-05 13:00:00,418
2025-08-05 14:00:00,403
2025-08-05 15:00:00,208
2025-08-05 16:00:00,128
2025-08-05 17:00:00,235
2025-08-05 18:00:00,199
2025-08-05 19:00:00,9
2025-08-05 20:00:00,0
2025-08-05 21:00:00,0
2025-08-05 22:00:00,0
2025-08-05 23:00:00,0
2025-08-06 00:00:00,0
2025-08-06 01:00:00,0
2025-08-06 02:00:00,0
2025-08-06 03:00:00,0
2025-08-06 04:00:00,0
2025-08-06 05:00:00,0
2025-08-06 06:00:00,2
2025-08-06 07:00:00,16
2025-08-06 08:00:00,131
2025-08-06 09:00:00,169
2025-08-06 10:00:00,165
2025-08-06 11:00:00,234
2025-08-06 12:00:00,150
2025-08-06 13:00:00,299
2025-08-06 14:00:00,425
2025-08-06 15:00:00,152
2025-08-06 16:00:00,152
2025-08-06 17:00:00,245
2025-08-06 18:00:00,154
2025-08-06 19:00:00,18
2025-08-06 20:00:00,0
2025-08-06 21:00:00,0
2025-08-06 22:00:00,0
2025-08-06 23:00:00,0
2025-08-07 00:00:00,0
2025-08-07 01:00:00,0
2025-08-07 02:00:00,0
2025-08-07 03:00:00,0
2025-08-07 04:00:00,0
2025-08-07 05:00:00,0
2025-08-07 06:00:00,16
2025-08-07 07:00:00,47
2025-08-07 08:00:00,159
2025-08-07 09:00:00,214
2025-08-07 10:00:00,195
2025-08-07 11:00:00,180
2025-08-07 12:00:00,182
2025-08-07 13:00:00,466
2025-08-07 14:00:00,477
2025-08-07 15:00:00,355
2025-08-07 16:00:00,248
2025-08-07 17:00:00,390
2025-08-07 18:00:00,237
2025-08-07 19:00:00,17
2025-08-07 20:00:00,0
2025-08-07 21:00:00,0
2025-08-07 22:00:00,0
2025-08-07 23:00:00,0
2025-08-08 00:00:00,0
2025-08-08 01:00:00,0
2025-08-08 02:00:00,0
2025-08-08 03:00:00,0
2025-08-08 04:00:00,0
2025-08-08 05:00:00,0
2025-08-08 06:00:00,2
2025-08-08 07:00:00,137
2025-08-08 08:00:00,238
2025-08-08 09:00:00,172
2025-08-08 10:00:00,150
2025-08-08 11:00:00,164
2025-08-08 12:00:00,180
2025-08-08 13:00:00,339
2025-08-08 14:00:00,641
2025-08-08 15:00:00,350
2025-08-08 16:00:00,309
2025-08-08 17:00:00,140
2025-08-08 18:00:00,106
2025-08-08 19:00:00,10
2025-08-08 20:00:00,0
2025-08-08 21:00:00,0
2025-08-08 22:00:00,0
2025-08-08 23:00:00,0
