Date,total_curtailment_mwh
2025-05-01 00:00:00,192
2025-05-01 01:00:00,221
2025-05-01 02:00:00,219
2025-05-01 03:00:00,218
2025-05-01 04:00:00,197
2025-05-01 05:00:00,178
2025-05-01 06:00:00,173
2025-05-01 07:00:00,129
2025-05-01 08:00:00,384
2025-05-01 09:00:00,768
2025-05-01 10:00:00,815
2025-05-01 11:00:00,881
2025-05-01 12:00:00,774
2025-05-01 13:00:00,777
2025-05-01 14:00:00,745
2025-05-01 15:00:00,476
2025-05-01 16:00:00,192
2025-05-01 17:00:00,108
2025-05-01 18:00:00,97
2025-05-01 19:00:00,161
2025-05-01 20:00:00,164
2025-05-01 21:00:00,170
2025-05-01 22:00:00,174
2025-05-01 23:00:00,163
2025-05-02 00:00:00,206
2025-05-02 01:00:00,215
2025-05-02 02:00:00,200
2025-05-02 03:00:00,186
2025-05-02 04:00:00,199
2025-05-02 05:00:00,178
2025-05-02 06:00:00,119
2025-05-02 07:00:00,216
2025-05-02 08:00:00,620
2025-05-02 09:00:00,779
2025-05-02 10:00:00,835
2025-05-02 11:00:00,687
2025-05-02 12:00:00,513
2025-05-02 13:00:00,669
2025-05-02 14:00:00,549
2025-05-02 15:00:00,640
2025-05-02 16:00:00,880
2025-05-02 17:00:00,348
2025-05-02 18:00:00,218
2025-05-02 19:00:00,198
2025-05-02 20:00:00,146
2025-05-02 21:00:00,125
2025-05-02 22:00:00,124
2025-05-02 23:00:00,174
2025-05-03 00:00:00,134
2025-05-03 01:00:00,117
2025-05-03 02:00:00,141
2025-05-03 03:00:00,163
2025-05-03 04:00:00,100
2025-05-03 05:00:00,60
2025-05-03 06:00:00,61
2025-05-03 07:00:00,35
2025-05-03 08:00:00,12
2025-05-03 09:00:00,134
2025-05-03 10:00:00,106
2025-05-03 11:00:00,70
2025-05-03 12:00:00,116
2025-05-03 13:00:00,170
2025-05-03 14:00:00,291
2025-05-03 15:00:00,104
2025-05-03 16:00:00,324
2025-05-03 17:00:00,173
2025-05-03 18:00:00,2
2025-05-03 19:00:00,0
2025-05-03 20:00:00,0
2025-05-03 21:00:00,86
2025-05-03 22:00:00,27
2025-05-03 23:00:00,2
2025-05-04 00:00:00,62
2025-05-04 01:00:00,43
2025-05-04 02:00:00,16
2025-05-04 03:00:00,4
2025-05-04 04:00:00,0
2025-05-04 05:00:00,0
2025-05-04 06:00:00,0
2025-05-04 07:00:00,55
2025-05-04 08:00:00,459
2025-05-04 09:00:00,543
2025-05-04 10:00:00,669
2025-05-04 11:00:00,995
2025-05-04 12:00:00,697
2025-05-04 13:00:00,555
2025-05-04 14:00:00,239
2025-05-04 15:00:00,209
2025-05-04 16:00:00,115
2025-05-04 17:00:00,299
2025-05-04 18:00:00,159
2025-05-04 19:00:00,15
2025-05-04 20:00:00,0
2025-05-04 21:00:00,0
2025-05-04 22:00:00,0
2025-05-04 23:00:00,0
2025-05-05 00:00:00,200
2025-05-05 01:00:00,256
2025-05-05 02:00:00,236
2025-05-05 03:00:00,246
2025-05-05 04:00:00,251
2025-05-05 05:00:00,245
2025-05-05 06:00:00,247
2025-05-05 07:00:00,248
2025-05-05 08:00:00,592
2025-05-05 09:00:00,623
2025-05-05 10:00:00,606
2025-05-05 11:00:00,799
2025-05-05 12:00:00,644
2025-05-05 13:00:00,346
2025-05-05 14:00:00,618
2025-05-05 15:00:00,941
2025-05-05 16:00:00,391
2025-05-05 17:00:00,143
2025-05-05 18:00:00,12
2025-05-05 19:00:00,3
2025-05-05 20:00:00,0
2025-05-05 21:00:00,0
2025-05-05 22:00:00,0
2025-05-05 23:00:00,0
2025-05-06 00:00:00,0
2025-05-06 01:00:00,0
2025-05-06 02:00:00,0
2025-05-06 03:00:00,0
2025-05-06 04:00:00,0
2025-05-06 05:00:00,0
2025-05-06 06:00:00,0
2025-05-06 07:00:00,8
2025-05-06 08:00:00,137
2025-05-06 09:00:00,581
2025-05-06 10:00:00,476
2025-05-06 11:00:00,350
2025-05-06 12:00:00,387
2025-05-06 13:00:00,219
2025-05-06 14:00:00,317
2025-05-06 15:00:00,290
2025-05-06 16:00:00,291
2025-05-06 17:00:00,136
2025-05-06 18:00:00,128
2025-05-06 19:00:00,165
2025-05-06 20:00:00,133
2025-05-06 21:00:00,98
2025-05-06 22:00:00,148
2025-05-06 23:00:00,183
2025-05-07 00:00:00,185
2025-05-07 01:00:00,194
2025-05-07 02:00:00,188
2025-05-07 03:00:00,156
2025-05-07 04:00:00,149
2025-05-07 05:00:00,122
2025-05-07 06:00:00,125
2025-05-07 07:00:00,132
2025-05-07 08:00:00,345
2025-05-07 09:00:00,558
2025-05-07 10:00:00,227
2025-05-07 11:00:00,286
2025-05-07 12:00:00,343
2025-05-07 13:00:00,558
2025-05-07 14:00:00,448
2025-05-07 15:00:00,456
2025-05-07 16:00:00,1094
2025-05-07 17:00:00,1334
2025-05-07 18:00:00,8
2025-05-07 19:00:00,5
2025-05-07 20:00:00,0
2025-05-07 21:00:00,57
2025-05-07 22:00:00,79
2025-05-07 23:00:00,85
2025-05-08 00:00:00,168
2025-05-08 01:00:00,2
2025-05-08 02:00:00,0
2025-05-08 03:00:00,0
2025-05-08 04:00:00,0
2025-05-08 05:00:00,0
2025-05-08 06:00:00,0
2025-05-08 07:00:00,32
2025-05-08 08:00:00,333
2025-05-08 09:00:00,929
2025-05-08 10:00:00,531
2025-05-08 11:00:00,261
2025-05-08 12:00:00,390
2025-05-08 13:00:00,250
2025-05-08 14:00:00,283
2025-05-08 15:00:00,377
2025-05-08 16:00:00,503
2025-05-08 17:00:00,314
2025-05-08 18:00:00,38
2025-05-08 19:00:00,5
2025-05-08 20:00:00,0
2025-05-08 21:00:00,0
2025-05-08 22:00:00,0
2025-05-08 23:00:00,0
2025-05-09 00:00:00,0
2025-05-09 01:00:00,0
2025-05-09 02:00:00,0
2025-05-09 03:00:00,0
2025-05-09 04:00:00,0
2025-05-09 05:00:00,0
2025-05-09 06:00:00,0
2025-05-09 07:00:00,59
2025-05-09 08:00:00,476
2025-05-09 09:00:00,522
2025-05-09 10:00:00,428
2025-05-09 11:00:00,372
2025-05-09 12:00:00,230
2025-05-09 13:00:00,188
2025-05-09 14:00:00,307
2025-05-09 15:00:00,302
2025-05-09 16:00:00,177
2025-05-09 17:00:00,167
2025-05-09 18:00:00,48
2025-05-09 19:00:00,6
2025-05-09 20:00:00,0
2025-05-09 21:00:00,0
2025-05-09 22:00:00,0
2025-05-09 23:00:00,0
2025-05-10 00:00:00,0
2025-05-10 01:00:00,0
2025-05-10 02:00:00,0
2025-05-10 03:00:00,0
2025-05-10 04:00:00,0
2025-05-10 05:00:00,5
2025-05-10 06:00:00,0
2025-05-10 07:00:00,14
2025-05-10 08:00:00,313
2025-05-10 09:00:00,536
2025-05-10 10:00:00,320
2025-05-10 11:00:00,247
2025-05-10 12:00:00,245
2025-05-10 13:00:00,183
2025-05-10 14:00:00,165
2025-05-10 15:00:00,168
2025-05-10 16:00:00,110
2025-05-10 17:00:00,59
2025-05-10 18:00:00,54
2025-05-10 19:00:00,22
2025-05-10 20:00:00,7
2025-05-10 21:00:00,5
2025-05-10 22:00:00,7
2025-05-10 23:00:00,7
2025-05-11 00:00:00,33
2025-05-11 01:00:00,13
2025-05-11 02:00:00,12
2025-05-11 03:00:00,42
2025-05-11 04:00:00,43
2025-05-11 05:00:00,0
2025-05-11 06:00:00,0
2025-05-11 07:00:00,96
2025-05-11 08:00:00,507
2025-05-11 09:00:00,276
2025-05-11 10:00:00,172
2025-05-11 11:00:00,224
2025-05-11 12:00:00,287
2025-05-11 13:00:00,299
2025-05-11 14:00:00,346
2025-05-11 15:00:00,362
2025-05-11 16:00:00,351
2025-05-11 17:00:00,251
2025-05-11 18:00:00,241
2025-05-11 19:00:00,193
2025-05-11 20:00:00,17
2025-05-11 21:00:00,0
2025-05-11 22:00:00,0
2025-05-11 23:00:00,0
2025-05-12 00:00:00,0
2025-05-12 01:00:00,0
2025-05-12 02:00:00,0
2025-05-12 03:00:00,0
2025-05-12 04:00:00,0
2025-05-12 05:00:00,0
2025-05-12 06:00:00,0
2025-05-12 07:00:00,46
2025-05-12 08:00:00,373
2025-05-12 09:00:00,936
2025-05-12 10:00:00,261
2025-05-12 11:00:00,301
2025-05-12 12:00:00,326
2025-05-12 13:00:00,321
2025-05-12 14:00:00,203
2025-05-12 15:00:00,155
2025-05-12 16:00:00,143
2025-05-12 17:00:00,154
2025-05-12 18:00:00,39
2025-05-12 19:00:00,8
2025-05-12 20:00:00,9
2025-05-12 21:00:00,0
2025-05-12 22:00:00,0
2025-05-12 23:00:00,0
2025-05-13 00:00:00,0
2025-05-13 01:00:00,0
2025-05-13 02:00:00,0
2025-05-13 03:00:00,0
2025-05-13 04:00:00,0
2025-05-13 05:00:00,0
2025-05-13 06:00:00,10
2025-05-13 07:00:00,205
2025-05-13 08:00:00,412
2025-05-13 09:00:00,679
2025-05-13 10:00:00,1207
2025-05-13 11:00:00,1553
2025-05-13 12:00:00,1750
2025-05-13 13:00:00,1238
2025-05-13 14:00:00,2279
2025-05-13 15:00:00,2394
2025-05-13 16:00:00,2559
2025-05-13 17:00:00,1899
2025-05-13 18:00:00,79
2025-05-13 19:00:00,57
2025-05-13 20:00:00,6
2025-05-13 21:00:00,17
2025-05-13 22:00:00,23
2025-05-13 23:00:00,11
2025-05-14 00:00:00,13
2025-05-14 01:00:00,11
2025-05-14 02:00:00,8
2025-05-14 03:00:00,0
2025-05-14 04:00:00,0
2025-05-14 05:00:00,0
2025-05-14 06:00:00,1
2025-05-14 07:00:00,417
2025-05-14 08:00:00,1515
2025-05-14 09:00:00,2229
2025-05-14 10:00:00,2144
2025-05-14 11:00:00,2430
2025-05-14 12:00:00,3271
2025-05-14 13:00:00,4846
2025-05-14 14:00:00,4449
2025-05-14 15:00:00,4100
2025-05-14 16:00:00,3396
2025-05-14 17:00:00,1512
2025-05-14 18:00:00,111
2025-05-14 19:00:00,6
2025-05-14 20:00:00,4
2025-05-14 21:00:00,0
2025-05-14 22:00:00,0
2025-05-14 23:00:00,0
2025-05-15 00:00:00,0
2025-05-15 01:00:00,0
2025-05-15 02:00:00,0
2025-05-15 03:00:00,0
2025-05-15 04:00:00,0
2025-05-15 05:00:00,0
2025-05-15 06:00:00,0
2025-05-15 07:00:00,356
2025-05-15 08:00:00,1136
2025-05-15 09:00:00,1221
2025-05-15 10:00:00,1767
2025-05-15 11:00:00,2385
2025-05-15 12:00:00,2819
2025-05-15 13:00:00,3438
2025-05-15 14:00:00,3321
2025-05-15 15:00:00,2676
2025-05-15 16:00:00,2886
2025-05-15 17:00:00,1404
2025-05-15 18:00:00,86
2025-05-15 19:00:00,23
2025-05-15 20:00:00,4
2025-05-15 21:00:00,0
2025-05-15 22:00:00,0
2025-05-15 23:00:00,0
2025-05-16 00:00:00,0
2025-05-16 01:00:00,0
2025-05-16 02:00:00,0
2025-05-16 03:00:00,0
2025-05-16 04:00:00,0
2025-05-16 05:00:00,0
2025-05-16 06:00:00,0
2025-05-16 07:00:00,19
2025-05-16 08:00:00,321
2025-05-16 09:00:00,575
2025-05-16 10:00:00,428
2025-05-16 11:00:00,334
2025-05-16 12:00:00,392
2025-05-16 13:00:00,250
2025-05-16 14:00:00,451
2025-05-16 15:00:00,724
2025-05-16 16:00:00,295
2025-05-16 17:00:00,88
2025-05-16 18:00:00,51
2025-05-16 19:00:00,12
2025-05-16 20:00:00,0
2025-05-16 21:00:00,0
2025-05-16 22:00:00,0
2025-05-16 23:00:00,35
2025-05-17 00:00:00,96
2025-05-17 01:00:00,171
2025-05-17 02:00:00,185
2025-05-17 03:00:00,156
2025-05-17 04:00:00,33
2025-05-17 05:00:00,47
2025-05-17 06:00:00,178
2025-05-17 07:00:00,333
2025-05-17 08:00:00,307
2025-05-17 09:00:00,769
2025-05-17 10:00:00,1404
2025-05-17 11:00:00,1396
2025-05-17 12:00:00,1743
2025-05-17 13:00:00,1190
2025-05-17 14:00:00,1034
2025-05-17 15:00:00,751
2025-05-17 16:00:00,887
2025-05-17 17:00:00,466
2025-05-17 18:00:00,184
2025-05-17 19:00:00,35
2025-05-17 20:00:00,0
2025-05-17 21:00:00,14
2025-05-17 22:00:00,50
2025-05-17 23:00:00,82
2025-05-18 00:00:00,91
2025-05-18 01:00:00,90
2025-05-18 02:00:00,6
2025-05-18 03:00:00,0
2025-05-18 04:00:00,0
2025-05-18 05:00:00,0
2025-05-18 06:00:00,1
2025-05-18 07:00:00,1949
2025-05-18 08:00:00,5108
2025-05-18 09:00:00,7088
2025-05-18 10:00:00,7535
2025-05-18 11:00:00,8480
2025-05-18 12:00:00,9448
2025-05-18 13:00:00,9146
